"","F","Catch","SSB"
"CC-FSPR-1",0.423476698763661,0.690042799967247,1.73405828180335
"CC-FM-1",0.430302574209985,0.69561353709912,1.71223757262365
"PBS-1",0.456940868687644,0.724524445991165,1.80892294171179
"ES-Frecent-1",0.529630451060754,0.745279305121611,1.68969057147899
"DLM-2",0.59447029439299,0.479531859831151,1.37974197345093
"SCAA-2",0.403464199862362,0.612448095747862,1.30399064777516
"Islope-1",0.674171653677123,0.773054324612553,1.47614757599999
"CC-FM-2",0.22946986324176,0.331036172742474,1.89042585246323
"CC-FSPR-2",0.229295493363727,0.327755973004312,1.87070263572299
"DLM-1",0.342032057068369,0.558222826163243,1.95920737511064
"ES-Frecent-2",0.939337091296209,0.609020883754815,1.07780922459778
"PBS-2",0.751556526315012,0.581406530678244,1.22154106418362
"SCAA-1",0.781014219825289,0.92437565303462,1.13738034152918
"Islope-2",1.21041871982662,0.634439659175149,0.914986468726662
"Itarget-2",1.08344704244971,0.684790776261033,0.878139804775926
"Ensemble-2",1.42594209078669,0.820324146449101,0.803146524093817
"ES-FSPR-2",1.43551874399009,0.81318474841541,0.752907949196563
"ES-FM-2",1.52454421876032,0.812653504554156,0.759201849622683
"Itarget-1",1.62539979799733,1.09204345364238,1.06659638707349
"Ensemble-1",1.33041010571486,1.0001950168904,1.04790057911118
"ES-Fstable-1",1.86380151207751,1.19941317177035,0.825064672461292
"AIM-1",1.85854798768056,1.19965144890111,0.815344804733369
"AIM-2",2.06456977898097,0.904953896305186,0.600348651883554
"ES-Fstable-2",2.05229154477084,0.903355568277544,0.604751205965727
"Skate-1",4.23745678960615,1.22398169147132,0.60561956411649
"ES-FM-1",3.76365471325135,1.11808404109518,0.723998509597178
"ES-FSPR-1",3.26120025322953,1.11460587659353,0.72924725682902
"Skate-2",3.44680251822576,0.887161726837956,0.466922952242226
