"","F","Catch","SSB"
"ES-Fstable-0.75",0.039904646192038,0.863575175253685,-0.651166821318485
"AIM-0.75",0.0317877697384502,0.879794903523851,-0.663057343479182
"ES-FM-0.75",-0.0286903288632047,0.442908325914722,-0.600824959117467
"ES-FSPR-0.75",-0.0617844691934861,0.420067668388016,-0.60834412243116
"Itarget-1",0.0970046520227451,0.461370005265834,-0.466207069141409
"ES-Frecent-1",-0.10400718728654,0.52045401589855,-0.279597267593228
"Ensemble-1",0.510864015589527,0.620406599949847,-0.708853205463528
"Islope-1",0.397695162889192,0.50517897347045,-0.573802174258782
"PlanB-1",-0.420067682967062,0.327229648508819,0.0639550239820487
"Ensemble-0.75",-0.40300811441031,0.275705555442918,-0.150408192481333
"Itarget-0.75",-0.300162921160857,0.196302791987618,-0.247194492942255
"DLM-1",-0.573291594775611,-0.103456905985518,0.298097472171741
"CC-FM-0.75",-1.06142503186687,-1.686004145901,1.58602100291422
"CC-FSPR-0.75",-1.05968429608092,-1.67882311979101,1.57556362544669
"PlanB-0.75",-1.02580413913993,-1.65814639389442,1.64554522710841
"ES-Frecent-0.75",-0.983076852645878,-1.39195592110215,1.49322623017263
"DLM-0.75",-1.068745848578,-2.0453195617072,1.88269862245254
"CC-FM-1",-0.819089328808581,-0.735308822615303,0.75783679098915
"CC-FSPR-1",-0.826976247621638,-0.770491343876331,0.77254313087701
"Islope-0.75",-0.86812162017401,-0.942246635137261,1.02767921119763
"ES-Fstable-1",1.11193497881542,1.08803068861126,-1.0257938845214
"AIM-1",1.10524506998271,1.08732588180822,-1.0322129267757
"ES-FM-1",0.857250333425062,0.721466597156502,-0.914536504528699
"ES-FSPR-1",0.720894985002357,0.716561376592487,-0.907304383243279
"Skate-0.75",1.53759338623626,0.841512951807423,-1.01125043370608
"Skate-1",3.19376066367913,1.04386169042999,-1.26261255631007
